timestamp,bar_open,bar_high,bar_low,bar_close,volume,trade_count,vwap,price_change,volume_change,high_low_spread,open_close_spread,ma5,ma20,volatility
2024-12-02 09:00:00+00:00,349,352.88,348.81,351.1,358232,14122,350.65886,,,4.07,2.1,,,
2024-12-02 10:00:00+00:00,351.11,351.5,350.58,350.62,140049,5175,351.031931,-0.001367132,-0.609055026,0.92,-0.49,,,
2024-12-02 11:00:00+00:00,350.68,350.75,349.4,349.69,159023,6265,350.057726,-0.002652444,0.135481153,1.35,-0.99,,,
2024-12-02 12:00:00+00:00,349.86,352.8,348.6,352.1,687567,16668,351.27291,0.006891818,3.323695315,4.2,2.24,,,
2024-12-02 13:00:00+00:00,349.4,353.16,348,352.55,1281038,29026,351.764343,0.001278046,0.863146428,5.16,3.15,351.212,,
2024-12-02 14:00:00+00:00,352.6,358.78,351.48,354.7442,14785453,228817,355.632348,0.006223798,10.5417755,7.3,2.1442,351.94084,,0.004337234
2024-12-02 15:00:00+00:00,354.89,357.38,352.2701,354.2,13955290,202623,354.738694,-0.001534063,-0.056147282,5.1099,-0.69,352.65684,,0.004370865
2024-12-02 16:00:00+00:00,354.1991,355.18,351.1501,354.92,8689529,123133,353.385037,0.00203275,-0.377330819,4.0299,0.7209,353.70284,,0.003535365
2024-12-02 17:00:00+00:00,354.95,359.44,354.74,358.29,9577097,133774,357.205588,0.009495097,0.102142245,4.7,3.34,354.94084,,0.004352929
2024-12-02 18:00:00+00:00,358.4,358.7594,355.35,357,6320042,92328,356.77948,-0.003600435,-0.34008792,3.4094,-1.4,355.83084,,0.005396819
2024-12-02 19:00:00+00:00,357.01,357.72,355.62,357.5332,4230971,64349,356.535063,0.001493557,-0.330547012,2.1,0.5232,356.38864,,0.004984864
2024-12-02 20:00:00+00:00,357.54,360,356.2,357.0897,9863893,143329,358.128179,-0.001240444,1.331354434,3.8,-0.4503,356.96658,,0.004940579
2024-12-02 21:00:00+00:00,357.09,357.34,349.54,349.63,6234551,24929,356.263709,-0.020890269,-0.36794215,7.8,-7.46,355.90858,,0.011178378
2024-12-02 22:00:00+00:00,349.93,352.93,349.25,352.93,1085209,20026,351.308781,0.009438549,-0.825936302,3.68,3,354.83658,,0.011162659
2024-12-02 23:00:00+00:00,352.93,353.7,352.01,352.8,372659,7243,353.003802,-0.000368345,-0.656601632,1.69,-0.13,353.99658,,0.01120977
2024-12-03 00:00:00+00:00,352.8,353.62,352.61,352.71,237774,5175,352.970143,-0.000255102,-0.361952885,1.01,-0.09,353.03194,,0.01108792
2024-12-03 09:00:00+00:00,353.02,353.25,350.62,352.54,228715,9284,352.1667,-0.000481982,-0.038099203,2.63,-0.48,352.122,,0.011117399
2024-12-03 10:00:00+00:00,352.49,352.76,351.85,352,118677,4125,352.38543,-0.001531741,-0.48111405,0.91,-0.49,352.596,,0.004544605
2024-12-03 11:00:00+00:00,352.01,353,351.8,352.98,120804,3828,352.334964,0.002784091,0.017922597,1.2,0.97,352.606,,0.001622201
2024-12-03 12:00:00+00:00,352.97,354.85,352.79,354.07,339865,8889,353.96639,0.003087994,1.813358829,2.06,1.1,352.86,353.474855,0.002081693
2024-12-03 13:00:00+00:00,354,357.09,351.1,351.25,876081,21207,353.304881,-0.007964527,1.577732335,5.99,-2.75,352.568,353.482355,0.004470094
2024-12-03 14:00:00+00:00,351.29,357.09,349.5,352.3446,10408111,167091,352.856223,0.003116299,10.88030673,7.59,1.0546,352.52892,353.568585,0.00481473
2024-12-03 15:00:00+00:00,352.419,354.6,348.2,349.72,12116534,180886,351.381356,-0.007448958,0.164143426,6.4,-2.699,352.07292,353.570085,0.005866482
2024-12-03 16:00:00+00:00,349.62,352.67,349.5801,350.8605,7056397,94281,351.499894,0.00326118,-0.417622482,3.0899,1.2405,351.64902,353.50811,0.005952462
2024-12-03 17:00:00+00:00,350.9099,351.5665,348.77,350.2676,5657000,87108,349.879586,-0.001689845,-0.198316081,2.7965,-0.6423,350.88854,353.39399,0.00545697
2024-12-03 18:00:00+00:00,350.24,351.13,348.4,349.74,5125482,74610,349.625282,-0.001506277,-0.093957575,2.73,-0.5,350.58654,353.14378,0.004396463
2024-12-03 19:00:00+00:00,349.7003,350.25,348.578,349.85,3962506,63690,349.367376,0.000314519,-0.226900807,1.672,0.1497,350.08762,352.92628,0.003916325
2024-12-03 20:00:00+00:00,349.85,351.61,348.22,351.38,6729331,100727,349.660083,0.004373303,0.698251309,3.39,1.53,350.41962,352.74928,0.002759822
2024-12-03 21:00:00+00:00,351.42,352.78,351.09,351.8807,4171315,9571,351.535296,0.001424953,-0.380129317,1.69,0.4607,350.62366,352.428815,0.002483861
2024-12-03 22:00:00+00:00,351.88,351.93,351.42,351.85,1139986,3279,351.462139,-8.72E-05,-0.726708244,0.51,-0.03,350.94014,352.171315,0.002204934
2024-12-03 23:00:00+00:00,351.66,351.98,351.51,351.7588,70434,2219,351.751088,-0.000259201,-0.938215031,0.47,0.0988,351.3439,351.882595,0.001915717
2024-12-04 00:00:00+00:00,351.7,352.25,351.68,352.2,129120,2731,352.019538,0.001254269,0.833205554,0.57,0.5,351.8139,351.63811,0.001858088
2024-12-04 09:00:00+00:00,353.5,355.09,352.17,354.72,220047,7228,354.429731,0.007155026,0.70420539,2.92,1.22,352.4819,351.89261,0.003036001
2024-12-04 10:00:00+00:00,354.75,354.82,354.1,354.24,68570,2480,354.472078,-0.00135318,-0.688384754,0.72,-0.51,352.95376,351.95811,0.003378962
2024-12-04 11:00:00+00:00,354.31,354.44,353.65,353.81,73453,2940,354.0131,-0.001213866,0.0712119,0.79,-0.5,353.34576,352.00861,0.003532182
2024-12-04 12:00:00+00:00,353.75,353.92,353.25,353.49,173413,4886,353.615452,-0.00090444,1.360870216,0.67,-0.26,353.692,352.04761,0.003606029
2024-12-04 13:00:00+00:00,353.35,354.89,352.23,354.26,745212,14079,353.758487,0.002178279,3.297324883,2.66,0.91,354.104,352.13361,0.003646563
2024-12-04 14:00:00+00:00,354.25,354.49,348.6,350.9899,8422563,133618,350.92711,-0.009230791,10.30223748,5.89,-3.2601,353.35798,352.083105,0.004240403
2024-12-04 15:00:00+00:00,350.8,354.45,349.61,353.29,9207303,136210,352.207,0.00655318,0.093171164,4.84,2.49,353.16798,352.098605,0.005783979
2024-12-04 16:00:00+00:00,353.3347,354.82,351.4,352.0999,6456367,85941,352.7673,-0.003368621,-0.298777612,3.42,-1.2348,352.82596,352.0001,0.005926783
2024-12-04 17:00:00+00:00,352.0004,352.45,350.5701,352.06,3564026,56286,351.558207,-0.00011332,-0.447982743,1.8799,0.0596,352.53996,352.0406,0.005939001
2024-12-04 18:00:00+00:00,352.075,353.22,351.05,352.86,3413159,52377,351.985416,0.00227234,-0.042330499,2.17,0.785,352.25996,352.06637,0.005950915
2024-12-04 19:00:00+00:00,352.74,354.19,352.4801,353.6952,3782024,58182,353.469156,0.002366944,0.108071438,1.7099,0.9552,352.80102,352.26513,0.003646236
2024-12-04 20:00:00+00:00,353.7324,358.1,352.85,357.93,8607355,128499,355.573977,0.011973021,1.275859434,5.25,4.1976,353.72902,352.618605,0.005722725
2024-12-04 21:00:00+00:00,357.92,358,356.24,356.5,4387258,11167,357.790156,-0.003995195,-0.490289642,1.76,-1.42,354.60904,352.930225,0.005891194
2024-12-04 22:00:00+00:00,356.53,357.2,356.03,357.02,1453150,4827,356.688334,0.001458626,-0.668779452,1.17,0.49,355.60104,353.294225,0.005757236
2024-12-04 23:00:00+00:00,357.18,357.3,356.71,356.97,115873,3313,357.019516,-0.000140048,-0.920260813,0.59,-0.21,356.42304,353.650225,0.005913072
2024-12-05 00:00:00+00:00,356.9699,357.15,356.6,356.71,102107,3120,356.91452,-0.000728353,-0.118802482,0.55,-0.2599,357.026,353.916725,0.006068571
2024-12-05 09:00:00+00:00,356.76,357,355.19,356.47,170170,6456,356.247226,-0.000672815,0.666585053,1.81,-0.29,356.734,354.14619,0.00198534
2024-12-05 10:00:00+00:00,356.45,359,356.45,358.29,247368,6520,358.002018,0.005105619,0.45365223,2.55,1.84,357.092,354.46819,0.002457212
2024-12-05 11:00:00+00:00,358.22,358.76,357.74,358.22,106494,3575,358.225355,-0.000195372,-0.569491608,1.02,0,357.332,354.79125,0.002491899
2024-12-05 12:00:00+00:00,358.06,359.95,357.99,359.95,462546,9000,359.287764,0.004829434,3.343399628,1.96,1.89,357.928,355.17875,0.003021009
2024-12-05 13:00:00+00:00,358.62,360.69,355.4,360.03,1204179,27193,359.790324,0.000222253,1.60337134,5.29,1.41,358.592,355.44425,0.002858036
2024-12-05 14:00:00+00:00,359.99,374.36,359.4,372.4776,21420263,327638,368.568729,0.034573786,16.78827151,14.96,12.4876,361.79352,356.35613,0.014561412
2024-12-05 15:00:00+00:00,372.54,375.43,368.1,368.3866,16595593,274190,371.964068,-0.010983211,-0.225238598,7.33,-4.1534,363.81284,357.08496,0.017157677
2024-12-05 16:00:00+00:00,368.3896,371.9399,368.01,369.8436,8327554,129267,369.979027,0.003955084,-0.498206903,3.9299,1.454,366.13756,357.90264,0.016900264
2024-12-05 17:00:00+00:00,369.844,372.8,369.1501,372.525,6149815,95481,370.970151,0.007250092,-0.261510042,3.6499,2.681,368.65256,358.81589,0.016874399
2024-12-05 18:00:00+00:00,372.5148,373.34,368.16,369.15,6787110,95854,370.515965,-0.009059795,0.103628321,5.18,-3.3648,370.47656,359.723895,0.018260587
2024-12-05 19:00:00+00:00,369.2217,372.38,366.51,372.1734,7849988,101699,370.468394,0.008190167,0.156602442,5.87,2.9517,370.41572,360.668065,0.009191195
2024-12-05 20:00:00+00:00,372.1,372.7,369,369.49,7574302,115112,370.878426,-0.00721008,-0.035119289,3.7,-2.61,370.6364,361.53757,0.008176136
2024-12-05 21:00:00+00:00,369.49,369.49,368.25,369.03,3866318,8718,369.444384,-0.001244959,-0.489547948,1.24,-0.46,370.47368,362.38607,0.007974913
2024-12-05 22:00:00+00:00,369.059,369.49,368.75,369,394902,4331,369.00746,-8.13E-05,-0.897860962,0.74,-0.059,369.76868,363.19307,0.006800847
2024-12-05 23:00:00+00:00,369.06,369.06,368.3,368.75,112301,3195,368.621938,-0.000677507,-0.715623117,0.76,-0.31,369.68868,363.94581,0.005497046
2024-12-06 00:00:00+00:00,368.75,369.32,368.579,369.3,125123,3119,368.991901,0.001491525,0.114175297,0.741,0.55,369.114,364.51431,0.00332786
2024-12-06 09:00:00+00:00,371.2,372.9,370.6,371.76,266012,9279,371.955569,0.006661251,1.126004012,2.3,0.56,369.568,365.27731,0.003203529
2024-12-06 10:00:00+00:00,371.83,372.49,371.25,372.01,86485,3375,371.984696,0.000672477,-0.674883088,1.24,0.18,370.164,366.02681,0.002936887
2024-12-06 11:00:00+00:00,372.05,372.49,371.8,372.44,76090,3179,372.150663,0.001155883,-0.120194253,0.69,0.39,370.852,366.80031,0.0028077
2024-12-06 12:00:00+00:00,372.46,378.69,371.83,378.17,776765,19015,375.21362,0.015385028,9.208503088,6.86,5.71,372.736,367.87331,0.006252916
2024-12-06 13:00:00+00:00,371.9,378.86,370.8,377.4,1907257,44278,376.814404,-0.002036121,1.455384833,8.06,5.5,374.356,368.91981,0.006921367
2024-12-06 14:00:00+00:00,377.3999,377.85,371.78,373.92,13345020,202404,374.566677,-0.009220986,5.996969994,6.07,-3.4799,374.788,369.70131,0.008952155
2024-12-06 15:00:00+00:00,373.95,375.39,370.8,373.9,10501984,162910,373.554283,-5.35E-05,-0.21304097,4.59,-0.05,375.166,370.48531,0.008968544
2024-12-06 16:00:00+00:00,373.98,376.64,373.71,374.81,8115192,110958,375.327807,0.002433806,-0.22727058,2.93,0.83,375.64,371.22831,0.008990638
2024-12-06 17:00:00+00:00,374.85,375.15,373.07,374.8322,4890423,74819,374.121518,5.92E-05,-0.397374332,2.08,-0.0178,374.97244,371.96842,0.004459604
2024-12-06 18:00:00+00:00,374.857,377.39,374.8,376.8323,6302337,88400,376.331545,0.005335988,0.288709995,2.59,1.9753,374.8589,372.186155,0.005454614
2024-12-06 19:00:00+00:00,376.805,379.3852,375.6,378.8497,5784644,85470,377.196825,0.005353575,-0.082143021,3.7852,2.0447,375.84484,372.70931,0.002673415
2024-12-06 20:00:00+00:00,378.79,389.49,378.241,389.4,21081525,272457,384.327701,0.027848247,2.644394538,11.249,10.61,378.94484,373.68713,0.011201331
2024-12-06 21:00:00+00:00,389.22,391.96,388.89,390,6765838,32234,389.495819,0.001540832,-0.679063161,3.07,0.78,381.98284,374.56088,0.011322834
2024-12-06 22:00:00+00:00,389.94,392,389.93,391.8,568148,12939,390.77088,0.004615385,-0.916026958,2.07,1.86,385.3764,375.69338,0.010686711
2024-12-06 23:00:00+00:00,391.74,391.88,391.04,391.6899,238980,6877,391.609453,-0.000281011,-0.579370164,0.84,-0.0501,388.34792,376.669205,0.011429542
2024-12-07 00:00:00+00:00,391.64,395,391.64,394.7,743187,16328,394.00611,0.007684906,2.109829274,3.36,3.06,391.51798,377.929705,0.01135129
2024-12-09 09:00:00+00:00,398,399,395.37,397.63,759755,26436,397.301284,0.00742336,0.022293178,3.63,-0.37,393.16398,379.359705,0.003530501
2024-12-09 10:00:00+00:00,397.56,397.56,392.86,393.76,442679,15750,395.932735,-0.009732666,-0.4173398,4.7,-3.8,393.91598,380.597705,0.007270022
2024-12-09 11:00:00+00:00,393.49,396.7,391.58,396.31,410594,14846,394.236358,0.006476026,-0.072479155,5.12,2.82,394.81798,381.975705,0.007485501
2024-12-09 12:00:00+00:00,396.27,398.96,395.04,397.43,822809,19665,397.450352,0.002826071,1.003947939,3.92,1.16,395.966,383.382205,0.007343832
2024-12-09 13:00:00+00:00,397.4,402.77,390.193,396.9,2164790,45477,398.42792,-0.001333568,1.630975111,12.577,-0.5,396.406,384.639205,0.006984441
2024-12-09 14:00:00+00:00,396.9,404.8,393.8,398.2715,21030154,348861,398.633407,0.00345553,8.714639295,11,1.3715,396.5343,385.95228,0.00628087
2024-12-09 15:00:00+00:00,398.385,399,380.9,383.7728,22733101,366269,388.782309,-0.036404061,0.08097644,18.1,-14.6122,394.53686,386.51892,0.017777094
2024-12-09 16:00:00+00:00,383.64,384.5,378.01,382.7025,11949262,183384,381.627362,-0.00278889,-0.474367267,6.49,-0.9375,391.81536,386.745545,0.016734668
2024-12-09 17:00:00+00:00,382.68,384.97,380.7501,382.6399,7111442,108151,382.631895,-0.000163574,-0.404863497,4.2199,-0.0401,388.85734,387.00754,0.016351582
2024-12-09 18:00:00+00:00,382.48,387.84,382.03,386.8701,6882385,101263,385.758359,0.011055303,-0.032209642,5.81,4.3901,386.85136,387.655045,0.01832866
2024-12-09 19:00:00+00:00,386.92,387.8532,383.24,384.96,5902309,83100,385.659782,-0.004937316,-0.142403542,4.6132,-1.96,384.18906,388.208045,0.01773906
2024-12-09 20:00:00+00:00,384.9,390,382.49,389.88,10192223,137377,386.152663,0.012780549,0.726819623,7.51,4.98,385.4105,388.961545,0.008168361
2024-12-09 21:00:00+00:00,389.88,392.97,388,391.27,5187441,18950,390.180576,0.0035652,-0.491039295,4.97,1.39,387.124,389.783435,0.007470228
2024-12-09 22:00:00+00:00,391.25,392.22,389.79,391.35,291500,8156,390.910862,0.000204462,-0.94380659,2.43,0.1,388.86602,390.50932,0.007414888
2024-12-09 23:00:00+00:00,391.25,392.83,391.01,392.83,172690,4214,391.693807,0.003781781,-0.407581475,1.82,1.58,390.058,391.208335,0.006468667
2024-12-10 00:00:00+00:00,392.755,393.88,392.22,392.35,305559,6704,392.974806,-0.001221903,0.769407609,1.66,-0.405,391.536,391.355835,0.005450933
2024-12-10 09:00:00+00:00,391.3,394.33,391.3,391.89,282198,9844,392.624541,-0.001172423,-0.07645332,3.03,0.59,391.938,391.450335,0.002480059
2024-12-10 10:00:00+00:00,391.87,392.5,391.43,392.04,85809,3298,391.991286,0.00038276,-0.695926265,1.07,0.17,392.092,391.462335,0.0020358
2024-12-10 11:00:00+00:00,392.02,393.59,392.02,392.7,163779,4918,392.939279,0.001683502,0.908645946,1.57,0.68,392.362,391.51284,0.0021074
2024-12-10 12:00:00+00:00,392.69,394.18,392.05,392.29,307085,8549,393.390117,-0.001044054,0.874996184,2.13,-0.4,392.254,391.39234,0.001280802
2024-12-10 13:00:00+00:00,393.36,394.2,389,391.6104,872459,22018,392.581708,-0.001732392,1.84109937,5.2,-1.7496,392.10608,391.09136,0.001390831
2024-12-10 14:00:00+00:00,391.6,403.24,390.59,400.52,17705853,290999,398.70659,0.022751183,19.29419491,12.65,8.92,393.83208,391.42936,0.010338365
2024-12-10 15:00:00+00:00,400.4999,407.82,400.3401,401.53,19500757,316128,404.379756,0.002521722,0.101373484,7.4799,1.0301,395.73008,391.69036,0.010173086
2024-12-10 16:00:00+00:00,401.5459,406.37,398.02,405.9001,11615491,174336,402.263654,0.01088362,-0.404356918,8.35,4.3542,398.3701,392.113865,0.01029167
2024-12-10 17:00:00+00:00,405.955,409.09,403.1601,408.1599,10527070,150622,406.57894,0.00556738,-0.093704261,5.9299,2.2049,401.54408,392.67686,0.009441415
2024-12-10 18:00:00+00:00,408.0944,409.19,405.25,408.0714,8161411,122754,407.758534,-0.000216827,-0.224721504,3.94,-0.023,404.83628,393.166855,0.009067853
2024-12-10 19:00:00+00:00,408.04,409.73,401.88,403.7076,9869305,143134,406.203754,-0.010693717,0.20926455,7.85,-4.3324,405.4738,394.163595,0.008018897
2024-12-10 20:00:00+00:00,403.71,404.78,399.54,400.99,12486658,180045,402.199496,-0.006731605,0.265201349,5.24,-2.72,405.3658,395.07797,0.008787523
2024-12-10 21:00:00+00:00,400.99,405,400.25,404.5,5451503,17768,401.212117,0.008753335,-0.563413765,4.75,3.51,405.08578,396.170975,0.008141365
2024-12-10 22:00:00+00:00,404.45,404.75,400.99,403.86,299973,6443,402.740585,-0.0015822,-0.944974258,3.76,-0.59,404.2258,397.02047,0.007363982
2024-12-10 23:00:00+00:00,403.65,403.97,403.3,403.79,84562,3182,403.729465,-0.000173327,-0.718101296,0.67,0.14,403.36952,397.96197,0.007366779
2024-12-11 00:00:00+00:00,403.86,403.86,403,403.2,144485,3892,403.451579,-0.001461156,0.708627989,0.86,-0.66,403.268,398.62797,0.005619568
2024-12-11 09:00:00+00:00,404.16,407.1,403.25,405.39,304719,10288,406.018705,0.005431548,1.109000934,3.85,1.23,404.148,399.33397,0.004656466
2024-12-11 10:00:00+00:00,405.28,406.6,405,405.34,122092,4533,405.655155,-0.000123338,-0.599329218,1.6,0.06,404.316,400.03347,0.002885758
2024-12-11 11:00:00+00:00,405.38,406.22,405.38,405.83,132318,4675,405.90379,0.001208862,0.083756511,0.84,0.45,404.71,400.68347,0.002663426
2024-12-11 12:00:00+00:00,405.73,407.9,405.54,406.81,331720,9282,406.650001,0.002414804,1.506990734,2.36,1.08,405.314,401.40647,0.002635441
2024-12-11 13:00:00+00:00,405.85,412,403.1,409.95,2358495,47555,408.896218,0.007718591,6.109896901,8.9,4.1,406.664,402.30947,0.003199163
2024-12-11 14:00:00+00:00,409.85,412.53,402.38,405,15462338,249003,407.319011,-0.012074643,5.556018987,10.15,-4.85,406.586,402.95747,0.007289291
2024-12-11 15:00:00+00:00,405.15,413.53,403.2802,411.84,16611197,253821,409.72059,0.016888889,0.074300471,10.2498,6.69,407.886,403.91447,0.010555737
2024-12-11 16:00:00+00:00,411.85,415,410.85,412.6691,12740661,189166,412.84235,0.00201316,-0.233007651,4.15,0.8191,409.25382,404.933425,0.01052329
2024-12-11 17:00:00+00:00,412.74,415.57,411.6,414.5052,8896236,135434,413.822733,0.004449328,-0.301744548,3.97,1.7652,410.79286,406.078165,0.010515383
2024-12-11 18:00:00+00:00,414.51,417.86,414.5001,416.48,9775183,143318,416.454557,0.004764235,0.098799874,3.3599,1.97,412.09886,406.876165,0.010321292
2024-12-11 19:00:00+00:00,416.52,420.4,416.18,419.95,12552771,174181,419.018628,0.008331733,0.284146905,4.22,3.43,415.08886,407.797165,0.005820606
2024-12-11 20:00:00+00:00,419.93,424.88,418.6401,424.795,15599916,226056,421.448663,0.011537088,0.242746801,6.2399,4.865,417.67986,408.74191,0.003731048
2024-12-11 21:00:00+00:00,424.86,426.98,423.85,425.2,7429329,38751,424.931134,0.000953401,-0.523758397,3.13,0.34,420.18604,409.593915,0.004046478
2024-12-11 22:00:00+00:00,425.1974,426.8,424.4,426.4,452074,13819,425.476989,0.002822201,-0.93915009,2.4,1.2026,422.565,410.510345,0.004262732
2024-12-11 23:00:00+00:00,426.43,429.5,426.1,429.26,740202,16452,427.837048,0.006707317,0.637346983,3.4,2.83,425.121,411.787965,0.004246717
2024-12-12 00:00:00+00:00,429.26,429.9,428.0306,428.57,774307,16409,429.0909,-0.001607417,0.046075261,1.8694,-0.69,426.845,413.166965,0.005153041
2024-12-12 09:00:00+00:00,427.26,429.52,426.37,427.31,475304,17740,427.758561,-0.00294001,-0.38615562,3.15,0.05,427.348,414.307465,0.003809309
2024-12-12 10:00:00+00:00,427.29,427.29,425.55,426.07,184636,7461,426.271426,-0.002901875,-0.611541245,1.74,-1.22,427.522,415.417965,0.004234849
2024-12-12 11:00:00+00:00,426.29,426.4,422.95,425.43,376884,12620,424.569841,-0.001502101,1.041227063,3.45,-0.86,427.328,416.499965,0.004058496
2024-12-12 12:00:00+00:00,425.53,428.15,425.42,425.91,618865,17062,427.080761,0.00112827,0.642056972,2.73,0.38,426.658,417.635465,0.001653583
2024-12-12 13:00:00+00:00,426.31,429.4,420.01,421.7,2736234,61105,423.51687,-0.009884717,3.421374613,9.39,-4.61,425.284,418.450965,0.004076049
2024-12-12 14:00:00+00:00,421.7002,426.92,416.79,421.02,16857344,287906,421.028847,-0.001612521,5.160783032,10.13,-0.6802,424.026,419.234965,0.00414156
2024-12-12 15:00:00+00:00,421,428.9,419.03,427.91,18410169,284666,424.256869,0.016365018,0.092115638,9.87,6.91,424.394,420.338965,0.009586604
2024-12-12 16:00:00+00:00,427.9,429.3,421.6,422.43,10802259,170857,425.290493,-0.012806431,-0.413244984,7.7,-5.47,423.794,421.119965,0.011446868
2024-12-12 17:00:00+00:00,422.349,424.7497,418.28,422.36,7923218,122923,421.642494,-0.000165708,-0.266522123,6.4697,0.011,423.084,421.740465,0.01139098
2024-12-12 18:00:00+00:00,422.31,423.85,419.9,420.45,5208860,84190,422.18051,-0.004522209,-0.342582774,3.95,-1.86,422.834,422.512965,0.010646514
2024-12-12 19:00:00+00:00,420.51,420.91,416.595,419.4208,7931383,121900,419.063756,-0.002447853,0.522671563,4.315,-1.0892,422.51416,422.892005,0.010673906
2024-12-12 20:00:00+00:00,419.33,421,415,417.68,11576681,173350,417.819498,-0.004150486,0.459604334,6,-1.65,420.46816,423.14255,0.004785643
2024-12-12 21:00:00+00:00,417.6898,418.1,415.41,416.95,3891090,15045,417.89518,-0.001747749,-0.66388553,2.69,-0.7398,419.37216,423.26479,0.001787031
2024-12-12 22:00:00+00:00,416.87,418.1,416.3,416.56,229501,7540,416.767087,-0.000935364,-0.94101884,1.8,-0.31,418.21216,423.26879,0.001540309
2024-12-12 23:00:00+00:00,416.58,419.17,416.3,418.7,268131,6516,417.930564,0.005137315,0.168321707,2.87,2.12,417.86216,423.20629,0.003539254
2024-12-13 00:00:00+00:00,418.7,420.21,418.66,419.88,257523,6026,419.637652,0.002818247,-0.039562751,1.55,1.18,417.954,422.96054,0.003716141
2024-12-13 09:00:00+00:00,420.69,423.78,419.88,422.97,292598,10335,422.279273,0.007359245,0.136201427,3.9,2.28,419.012,422.84904,0.003889428
2024-12-13 10:00:00+00:00,422.89,423,422.2,422.75,114805,4062,422.700836,-0.000520131,-0.607635732,0.8,-0.14,420.172,422.66654,0.00357849
2024-12-13 11:00:00+00:00,422.69,423.91,422.5,423.41,149874,5106,423.168163,0.001561206,0.30546579,1.41,0.72,421.542,422.37404,0.003069932
2024-12-13 12:00:00+00:00,423.31,423.75,422.1,423.09,302783,8628,422.962629,-0.000755769,1.020250344,1.65,-0.22,422.42,422.10004,0.003297198
2024-12-13 13:00:00+00:00,423.1,423.7,418.75,422.2,747756,20288,422.394899,-0.002103571,1.469610249,4.95,-0.9,422.884,421.84454,0.003732362
2024-12-13 14:00:00+00:00,422.12,424.6,415.71,424.25,12066524,205501,420.476526,0.004855519,15.13698051,8.89,2.13,423.14,421.75354,0.00271271
2024-12-13 15:00:00+00:00,424.3799,431.6,423.3,423.4346,20707661,323702,427.530814,-0.00192198,0.716124793,8.3,-0.9453,423.27692,421.65377,0.002922701
2024-12-13 16:00:00+00:00,423.4217,427.9799,421.53,425.15,9717215,151221,424.876077,0.004051157,-0.530742994,6.4499,1.7283,423.62492,421.61577,0.003364314
2024-12-13 17:00:00+00:00,425.3056,429.1,424.57,427.8101,6352748,97534,427.269856,0.006256851,-0.346237785,4.53,2.5045,424.56894,421.921275,0.003951083
2024-12-13 18:00:00+00:00,427.8482,434.0399,427.5,433.7469,10147442,140958,430.474352,0.013877185,0.597331108,6.5399,5.8987,426.87832,422.55762,0.005663949
2024-12-13 19:00:00+00:00,433.75,434.35,431.23,432.1378,8055122,124229,432.879062,-0.003709767,-0.206191866,3.12,-1.6122,428.45588,422.76901,0.00701332
2024-12-13 20:00:00+00:00,432.148,436.3,428.89,436.19,12876893,189019,432.900579,0.009377101,0.598596893,7.41,4.042,431.00696,423.45701,0.006549696
2024-12-13 21:00:00+00:00,436.23,436.66,426.35,434.9002,6547171,17436,436.159977,-0.002956968,-0.49155662,10.31,-1.3298,432.957,424.08402,0.007710175
2024-12-13 22:00:00+00:00,435,436.3,434.6,435.03,394042,8752,435.356379,0.000298459,-0.939814922,1.7,0.03,434.40098,424.81302,0.007843372
2024-12-13 23:00:00+00:00,435.1,436.0995,435.02,435.49,159108,4877,435.534912,0.001057398,-0.596215632,1.0795,0.39,434.7496,425.61648,0.005204239
2024-12-14 00:00:00+00:00,435.43,437.28,435.38,435.98,357614,7270,436.253914,0.001125169,1.24761797,1.9,0.55,435.51804,426.53148,0.004563462
2024-12-16 09:00:00+00:00,438.76,441.4,436.1,440.86,525809,19334,439.369963,0.011193174,0.470325547,5.3,2.1,436.45204,427.72698,0.005327574
2024-12-16 10:00:00+00:00,440.85,442.17,440,440.63,385527,11677,441.266692,-0.000521708,-0.266792695,2.17,-0.22,437.598,428.93048,0.004833086
2024-12-16 11:00:00+00:00,440.61,440.61,436.91,439.24,451239,16419,438.230575,-0.003154574,0.170447206,3.7,-1.37,438.44,429.95748,0.005456163
2024-12-16 12:00:00+00:00,439.2,440.96,438.7,439.5,574290,15605,439.996617,0.000591932,0.272695844,2.26,0.3,439.242,430.93848,0.005478908
2024-12-16 13:00:00+00:00,439,442.18,437.32,440.1,1473437,34008,439.933981,0.001365188,1.565667172,4.86,1.1,440.066,431.79498,0.005472052
2024-12-16 14:00:00+00:00,440.13,447.41,436.15,437.96,19023938,359674,441.662734,-0.004862531,11.91126665,11.26,-2.17,439.486,432.55548,0.002618115
2024-12-16 15:00:00+00:00,437.97,451.35,437.81,450.82,20129087,350260,445.509447,0.029363412,0.058092546,13.54,12.85,441.524,433.92598,0.014048218
2024-12-16 16:00:00+00:00,450.8,458.97,450.4,456.5894,18179123,307145,455.430811,0.012797569,-0.096872948,8.57,5.7894,444.99388,435.60095,0.013634938
2024-12-16 17:00:00+00:00,456.599,461.45,455.79,461.0705,11311092,191472,458.692338,0.009814288,-0.377797708,5.66,4.4715,449.30798,437.544475,0.013017239
2024-12-16 18:00:00+00:00,461.095,461.28,455.8,459.6701,9234888,153947,458.988452,-0.00303728,-0.183554691,5.48,-1.4249,453.222,439.31548,0.013844205
